_sheet,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Video Games Data,Covert Ops: Nuclear Dawn,PS,2000.0,Action,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.24,,,,,,
Video Games Data,Ben 10 Ultimate Alien: Cosmic Destruction,PSP,2010.0,Platform,D3Publisher,0.1,0.09,0.0,0.05,0.24,,,tbd,,Papaya Studios,E10+
Video Games Data,Amazing Adventures: The Forgotten Ruins,DS,2008.0,Adventure,PopCap Games,0.13,0.08,0.0,0.02,0.24,,,tbd,,Black Lantern Studios,E
Video Games Data,Galaga: Destination Earth,PS,2000.0,Shooter,Hasbro Interactive,0.13,0.09,0.0,0.02,0.24,,,8,10.0,Hasbro Interactive,E
Video Games Data,Dynasty Warriors 6 Empires,X360,2009.0,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,59.0,24.0,7.3,28.0,Omega Force,T
Video Games Data,The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,0.05,0.14,0.0,0.04,0.24,65.0,16.0,7.4,34.0,Frogwares,M
Video Games Data,FIFA World Cup Germany 2006,XB,2006.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,77.0,22.0,8.4,9.0,EA Canada,E
Video Games Data,NBA Live 14,PS4,2013.0,Sports,Electronic Arts,0.15,0.05,0.0,0.04,0.24,43.0,25.0,2.7,175.0,EA Sports,E
Video Games Data,G.I. Joe: The Rise of Cobra,X360,2009.0,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,42.0,59.0,4.7,22.0,Double Helix Games,T
Video Games Data,Polly Pocket: Super Splash Island,GBA,2003.0,Action,Knowledge Adventure,0.17,0.06,0.0,0.0,0.24,,,,,,
Video Games Data,Game of Thrones,PS3,2012.0,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,0.03,0.24,53.0,14.0,5.5,81.0,"Cyanide, Cyanide Studios",M
Video Games Data,God Eater 2,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,,,,,,
Video Games Data,LEGO Marvel's Avengers,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,69.0,4.0,6.8,15.0,TT Games,E10+
Video Games Data,PDC World Championship Darts 2008,Wii,2008.0,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,51.0,18.0,5.4,7.0,Oxygen Interactive,E10+
Video Games Data,X-Men: Destiny,X360,2011.0,Action,Activision,0.18,0.04,0.0,0.02,0.24,47.0,51.0,5,72.0,Silicon Knights,T
Video Games Data,Sesame Street: Elmo's Number Journey,PS,1998.0,Misc,NewKidCo,0.13,0.09,0.0,0.02,0.24,,,,,,
Video Games Data,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009.0,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.02,0.24,,,tbd,,Bethesda Softworks,M
Video Games Data,Rampage,2600,1988.0,Action,Activision,0.22,0.01,0.0,0.0,0.24,,,,,,
Video Games Data,Dark Cavern,2600,1981.0,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24,,,,,,
Video Games Data,Pictionary: Ultimate Edition,X360,2011.0,Misc,THQ,0.16,0.05,0.0,0.02,0.24,53.0,4.0,tbd,,Page 44 Studios,E
Video Games Data,Pro Evolution Soccer 2014,X360,2013.0,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24,80.0,23.0,4.3,113.0,Konami,E
Video Games Data,The Godfather (US & Others sales),X360,2006.0,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.24,,,,,,
Video Games Data,We Love Golf!,Wii,2007.0,Sports,Capcom,0.19,0.0,0.03,0.02,0.24,,,,,,
Video Games Data,Angry Birds,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24,,,7.3,19.0,"Rovio Mobile, Rovio Entertainment",E
Video Games Data,Pictionary: Ultimate Edition,PS3,2011.0,Misc,THQ,0.15,0.06,0.0,0.03,0.24,62.0,4.0,tbd,,Page 44 Studios,E
Video Games Data,Pure Futbol,PS3,2010.0,Sports,Ubisoft,0.06,0.13,0.0,0.04,0.24,46.0,12.0,7.5,30.0,Ubisoft Vancouver,E
Video Games Data,Tiger Woods PGA Tour 10,PSP,2009.0,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24,70.0,7.0,tbd,,EA Tiburon,E
Video Games Data,Imagine: Zookeeper,DS,2009.0,Simulation,Ubisoft,0.15,0.06,0.0,0.02,0.24,,,tbd,,Magic Pockets,E
Video Games Data,Dood's Big Adventure,Wii,2010.0,Platform,THQ,0.21,0.01,0.0,0.02,0.24,56.0,4.0,tbd,,THQ,E
Video Games Data,Afro Samurai,X360,2009.0,Action,Atari,0.16,0.05,0.0,0.02,0.24,65.0,70.0,6.2,57.0,"Namco Bandai Games America, Namco Bandai Games",M
Video Games Data,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010.0,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61.0,27.0,5.4,101.0,Gust,M
Video Games Data,NASCAR 08,PS2,2007.0,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,56.0,9.0,8.2,9.0,EA Tiburon,E
Video Games Data,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009.0,Adventure,Ubisoft,0.11,0.1,0.0,0.02,0.24,74.0,29.0,8.1,14.0,Revolution Software,T
Video Games Data,Divinity II: Ego Draconis,X360,2009.0,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24,62.0,37.0,6.4,36.0,Larian Studios,M
Video Games Data,Birds of Steel,PS3,2012.0,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,73.0,27.0,8.4,18.0,Gaijin Entertainment,T
Video Games Data,DC Universe Online,PC,2011.0,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.23,72.0,27.0,6.8,243.0,WBIE,T
Video Games Data,Bakugan: Battle Brawlers,PS3,2009.0,Action,Activision,0.19,0.03,0.0,0.02,0.23,63.0,10.0,8.2,5.0,Now Production,E
Video Games Data,Naruto: Path of the Ninja 2,DS,2006.0,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,62.0,18.0,7.5,6.0,TOSE,E10+
Video Games Data,Karaoke Revolution Volume 2,PS2,2004.0,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,76.0,26.0,7,4.0,Harmonix Music Systems,E
Video Games Data,Wallace & Gromit in Project Zoo,PS2,2003.0,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23,,,,,,
Video Games Data,Are You Smarter than a 5th Grader? Game Time,DS,2009.0,Puzzle,THQ,0.22,0.0,0.0,0.02,0.23,,,tbd,,THQ,E
Video Games Data,Girls Mode 3: Kirakira Code,3DS,2015.0,Action,Nintendo,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Love Plus +,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft,0.1,0.11,0.0,0.02,0.23,77.0,24.0,8.1,31.0,Ubisoft Quebec,T
Video Games Data,Disney's A Christmas Carol,DS,2009.0,Adventure,Disney Interactive Studios,0.21,0.01,0.0,0.02,0.23,66.0,7.0,6.5,4.0,Sumo Digital,E
Video Games Data,Mobile Suit Gundam: Climax U.C.,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Street Fighter EX2 Plus,PS,1998.0,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.23,,,,,,
Video Games Data,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016.0,Action,Square Enix,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Big Family Games,Wii,2009.0,Misc,THQ,0.0,0.22,0.0,0.02,0.23,,,,,,
Video Games Data,Super Robot Taisen D,GBA,2003.0,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.23,,,,,,
Video Games Data,Jet X20,PS2,,Racing,Unknown,0.11,0.09,0.0,0.03,0.23,,,,,,
Video Games Data,NBA Live 15,PS4,2014.0,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.23,59.0,24.0,5.6,86.0,EA Sports,E
Video Games Data,NASCAR Thunder 2004,XB,2003.0,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,85.0,14.0,9.1,15.0,EA Games,E
Video Games Data,Buffy the Vampire Slayer,XB,2002.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,79.0,30.0,9.1,31.0,Double Helix Games,T
Video Games Data,MX vs. ATV Reflex,PSP,2009.0,Racing,THQ,0.18,0.03,0.0,0.03,0.23,,,tbd,,Tantalus Interactive,E
Video Games Data,Harry Potter and the Goblet of Fire,XB,2005.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,68.0,26.0,5.8,10.0,Electronic Arts,E10+
Video Games Data,Transformers: War for Cybertron (DS Version),DS,2010.0,Shooter,Activision,0.21,0.01,0.0,0.02,0.23,,,,,,
Video Games Data,Sands of Destruction,DS,2008.0,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23,63.0,20.0,7.9,18.0,"Image Epoch, Imageepoch",T
Video Games Data,Harry Potter and the Goblet of Fire,DS,2005.0,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23,68.0,15.0,6,6.0,Magic Pockets,E
Video Games Data,Viva Pinata: Party Animals,X360,2007.0,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.02,0.23,56.0,42.0,6.2,18.0,Krome Studios,E
Video Games Data,Pro Yakyuu Team o Tsukurou!,DC,1999.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Shrek's Carnival Craze Party Games,DS,2008.0,Misc,Activision,0.22,0.0,0.0,0.02,0.23,,,,,,
Video Games Data,Cabela's Big Game Hunter 2012,PS3,2011.0,Sports,Activision,0.17,0.03,0.0,0.03,0.23,,,tbd,,Activision,T
Video Games Data,Hotel for Dogs,DS,2008.0,Simulation,505 Games,0.22,0.0,0.0,0.02,0.23,,,tbd,,505 Games,E
Video Games Data,Scrabble (Others sales),DS,2009.0,Puzzle,Ubisoft,0.0,0.23,0.0,0.0,0.23,,,,,,
Video Games Data,World Series Baseball,XB,2002.0,Sports,Sega,0.17,0.05,0.0,0.01,0.23,85.0,20.0,8.8,6.0,Blueshift,E
Video Games Data,Test Drive: Eve of Destruction,PS2,2004.0,Racing,Atari,0.11,0.09,0.0,0.03,0.23,73.0,34.0,9.1,23.0,Monster Games Inc.,T
Video Games Data,Starsky & Hutch,XB,2003.0,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23,,,,,,
Video Games Data,Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,64.0,35.0,7.5,25.0,Omega Force,T
Video Games Data,Hatsune Miku: Project Diva f,PSV,2012.0,Misc,Sega,0.0,0.0,0.23,0.0,0.23,81.0,10.0,8,90.0,Sega,T
Video Games Data,The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23,77.0,20.0,7.5,132.0,Falcom,T
Video Games Data,Jeremy McGrath Supercross World,PS2,2001.0,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,35.0,9.0,3.4,16.0,Acclaim,T
Video Games Data,The Scorpion King: Rise of the Akkadian,PS2,2002.0,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,47.0,12.0,7.2,6.0,VU Games,T
Video Games Data,Rock Band Country Track Pack,X360,2009.0,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,66.0,4.0,tbd,,Harmonix Music Systems,E10+
Video Games Data,Loving Life with Hello Kitty & Friends,DS,2011.0,Misc,Rising Star Games,0.13,0.07,0.0,0.02,0.23,,,,,,
Video Games Data,Let's Make a Soccer Team!,PS2,2006.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,The Club,PS3,2008.0,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,72.0,42.0,6.5,15.0,Bizarre Creations,M
Video Games Data,Monster Hunter G,PS2,2005.0,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Meteos,DS,2005.0,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88.0,49.0,7.5,164.0,Q Entertainment,E
Video Games Data,All-Star Baseball 2001,N64,2000.0,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23,,,,,,
Video Games Data,Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,75.0,17.0,7.8,19.0,Vicarious Visions,T
Video Games Data,Tom Clancy's Splinter Cell,GC,2003.0,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,89.0,19.0,8.7,25.0,Ubisoft Shanghai,T
Video Games Data,Virtua Tennis 4,X360,2011.0,Sports,Sega,0.11,0.09,0.01,0.02,0.23,70.0,37.0,6.2,12.0,Sega,E
Video Games Data,ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.11,0.09,0.0,0.03,0.23,90.0,19.0,7,22.0,Kush Games,E
Video Games Data,Harvest Moon GB,GB,1997.0,Simulation,Victor Interactive,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,DiRT Showdown,X360,2012.0,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,75.0,53.0,6.4,53.0,Codemasters,E10+
Video Games Data,The Incredible Hulk: Ultimate Destruction,XB,2005.0,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,84.0,47.0,8,22.0,Radical Entertainment,T
Video Games Data,NCAA GameBreaker 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,53.0,19.0,tbd,,989 Sports,E
Video Games Data,The Amazing Spider-Man 2 (2014),X360,2014.0,Action,Activision,0.1,0.11,0.0,0.02,0.23,,,,,,
Video Games Data,Gundam Battle Assault,PS,1998.0,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23,61.0,4.0,7.8,4.0,Natsume,T
Video Games Data,Virtua Fighter Kids,SAT,1995.0,Fighting,Sega,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,XCOM 2,PC,2016.0,Strategy,Take-Two Interactive,0.09,0.12,0.0,0.02,0.23,88.0,104.0,7.1,1221.0,Firaxis Games,T
Video Games Data,Lunar: Silver Star Story,SAT,1996.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Rocket Power: Beach Bandits,GC,2002.0,Platform,THQ,0.18,0.05,0.0,0.01,0.23,53.0,6.0,tbd,,Evolution Games,E
Video Games Data,Shaun White Snowboarding,DS,2008.0,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23,63.0,4.0,tbd,,Ubisoft,E
Video Games Data,Tony Hawk's Downhill Jam,Wii,,Sports,Activision,0.21,0.0,0.0,0.02,0.23,69.0,42.0,6.2,13.0,Toys for Bob,E10+
Video Games Data,M&M's Kart Racing,Wii,2007.0,Racing,Zoo Digital Publishing,0.21,0.0,0.0,0.02,0.23,,,,,,
Video Games Data,Cross Edge,PS3,2008.0,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,52.0,32.0,7.2,82.0,Compile Heart,T
Video Games Data,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001.0,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23,,,,,,
Video Games Data,The Lord of the Rings: Aragorn's Quest,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.23,58.0,21.0,7.8,5.0,Headstrong Games,T
Video Games Data,NHL FaceOff 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23,78.0,11.0,tbd,,SolWorks,E
Video Games Data,Cabela's Outdoor Adventures (2009),PS3,2009.0,Sports,Activision Value,0.21,0.0,0.0,0.02,0.23,,,tbd,,FUN Labs,T
Video Games Data,Puss in Boots,X360,2011.0,Action,THQ,0.2,0.02,0.0,0.02,0.23,,,,,,
Video Games Data,Yu-Gi-Oh! GX: Duel Academy,GBA,2005.0,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23,,,,,,
Video Games Data,Tribes: Aerial Assault,PS2,,Shooter,Unknown,0.11,0.09,0.0,0.03,0.23,73.0,23.0,8.8,47.0,Midway Studios - Austin,T
Video Games Data,Game & Wario,WiiU,2013.0,Misc,Nintendo,0.05,0.06,0.12,0.01,0.23,,,,,,
Video Games Data,Colony Wars: Vengeance,PS,1998.0,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.23,,,,,,
Video Games Data,Looney Tunes: Acme Arsenal,Wii,2007.0,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,27.0,7.0,5.1,14.0,Red Tribe,E10+
Video Games Data,Jewels of the Tropical Lost Island,DS,2010.0,Puzzle,Storm City Games,0.11,0.1,0.0,0.02,0.23,,,tbd,,City Interactive,E
Video Games Data,Sherlock Holmes and the Mystery of Osborne House,DS,2010.0,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.03,0.23,48.0,11.0,tbd,,Frogwares,E10+
Video Games Data,Ashes Cricket 2009,Wii,2009.0,Sports,Codemasters,0.0,0.22,0.0,0.01,0.23,,,,,,
Video Games Data,Madden NFL 06,GBA,2005.0,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23,71.0,7.0,tbd,,Exient Entertainment,E
Video Games Data,Madagascar: Escape 2 Africa,PS3,2008.0,Action,Activision,0.12,0.08,0.0,0.03,0.23,58.0,13.0,6.8,4.0,Toys for Bob,E10+
Video Games Data,The King of Fighters '95 (CD),NG,1994.0,Fighting,SNK,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Megamind: Mega Team Unite,Wii,2010.0,Adventure,THQ,0.15,0.06,0.0,0.02,0.23,,,tbd,,THQ,E10+
Video Games Data,Perfect Weapon,PS,1996.0,Action,American Softworks,0.13,0.09,0.0,0.02,0.23,,,,,,
Video Games Data,NBA 2K6,X360,2005.0,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,81.0,33.0,8.6,31.0,Visual Concepts,E
Video Games Data,NASCAR 08,PS3,2007.0,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,57.0,21.0,5,14.0,EA Tiburon,E
Video Games Data,Major League Baseball 2K10,PS2,2010.0,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,,,tbd,,Visual Concepts,E
Video Games Data,Rock Band Track Pack Volume 2,Wii,2008.0,Misc,MTV Games,0.2,0.01,0.0,0.02,0.23,,,,,,
Video Games Data,Wipeout 2,3DS,2011.0,Misc,Activision,0.22,0.0,0.0,0.01,0.23,,,tbd,,Endemol,E
Video Games Data,Mafia,XB,2004.0,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,66.0,33.0,7.7,22.0,Illusion Softworks,M
Video Games Data,Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.1,0.0,0.04,0.23,73.0,36.0,5.2,17.0,EA Sports,E
Video Games Data,Dynasty Warriors: Strikeforce,X360,2009.0,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,59.0,18.0,5.7,12.0,Omega Force,T
Video Games Data,Airblade,PS2,2001.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,70.0,18.0,5.8,12.0,Criterion Games,T
Video Games Data,Mega Man & Bass,GBA,2002.0,Platform,Capcom,0.16,0.06,0.0,0.0,0.23,,,,,,
Video Games Data,Ratchet & Clank: Full Frontal Assault,PS3,2012.0,Adventure,Sony Computer Entertainment,0.19,0.01,0.0,0.03,0.23,,,,,,
Video Games Data,Epic Mickey 2: The Power of Two,WiiU,2012.0,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,57.0,14.0,5.6,46.0,Junction Point,E
Video Games Data,AKB1/149: Love Election,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Tetris 2 (weekly jp sales),GB,1992.0,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Pro Yakyuu Team o Tsukurou! 2,PS2,2003.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Musou Orochi Z,PS3,2009.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,World Series of Poker 2008: Battle for the Bracelets,PS2,2007.0,Misc,Activision,0.11,0.09,0.0,0.03,0.23,,,tbd,,Left Field Productions,T
Video Games Data,Carnival Island,PS3,2011.0,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,66.0,25.0,5.2,5.0,Magic Pixel Games,E
Video Games Data,Tom Clancy's Rainbow Six: Siege,PC,2015.0,Shooter,Ubisoft,0.13,0.08,0.0,0.02,0.23,79.0,37.0,6.9,734.0,Ubisoft Montreal,M
Video Games Data,Me & My Katamari,PSP,2005.0,Puzzle,Namco Bandai Games,0.13,0.01,0.08,0.0,0.23,,,,,,
Video Games Data,What's Cooking? Jamie Oliver,DS,2008.0,Simulation,Atari,0.2,0.01,0.0,0.02,0.23,,,,,,
Video Games Data,Genji: Dawn of the Samurai,PS2,2005.0,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,74.0,49.0,8.3,19.0,Game Republic,M
Video Games Data,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Critical Depth,PS,1997.0,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,,,,,,
Video Games Data,Barbie as The Island Princess,GBA,2007.0,Adventure,Activision,0.16,0.06,0.0,0.0,0.23,,,,,,
Video Games Data,Tales of VS.,PSP,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Saka-Tsuku DS: Touch and Direct,DS,2008.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,The Italian Job,PS2,2003.0,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,55.0,18.0,6.3,4.0,Climax Group,T
Video Games Data,Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004.0,Role-Playing,Capcom,0.16,0.06,0.0,0.0,0.23,,,,,,
Video Games Data,TrackMania: Build to Race,Wii,2010.0,Racing,Focus Home Interactive,0.09,0.11,0.0,0.02,0.23,74.0,17.0,6.8,5.0,Firebrand Games,E
Video Games Data,Ultimate Band,Wii,2008.0,Misc,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23,59.0,17.0,5.5,4.0,Disney Interactive Studios,E10+
Video Games Data,Star Ocean,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Freedom Fighters,XB,2003.0,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,82.0,23.0,8.2,23.0,Io Interactive,T
Video Games Data,Barbie and the Three Musketeers,Wii,2009.0,Adventure,Activision,0.21,0.0,0.0,0.02,0.23,,,tbd,,Activision,E
Video Games Data,Madden NFL 12,PSP,2011.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,,,tbd,,EA Tiburon,E
Video Games Data,Soldier of Fortune II: Double Helix,XB,2003.0,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,61.0,26.0,6.5,13.0,Gratuitous Games,M
Video Games Data,Disney Princess: Enchanted Journey,PS2,2007.0,Adventure,Disney Interactive Studios,0.11,0.09,0.0,0.03,0.23,,,tbd,,Papaya Studios,E
Video Games Data,Rock Band Track Pack Volume 1,Wii,2008.0,Misc,MTV Games,0.17,0.04,0.0,0.02,0.23,,,,,,
Video Games Data,Lunar Knights,DS,2006.0,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,82.0,39.0,7.8,25.0,Kojima Productions,E10+
Video Games Data,Hot Wheels: Beat That!,DS,2007.0,Racing,Activision,0.21,0.0,0.0,0.02,0.23,,,tbd,,Human Soft,E
Video Games Data,Naruto: Ninja Council 2 European Version,DS,2005.0,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006.0,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,87.0,4.0,7.1,13.0,Square Enix,T
Video Games Data,WWE All Stars,3DS,2011.0,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,71.0,12.0,7.4,7.0,THQ,T
Video Games Data,Alundra,PS,1997.0,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,86.0,9.0,9,41.0,Matrix Software,T
Video Games Data,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Mortal Kombat: Armageddon,Wii,2007.0,Fighting,Midway Games,0.19,0.02,0.0,0.02,0.23,71.0,29.0,8.4,33.0,JGI Entertainment,M
Video Games Data,Madden NFL 13,WiiU,2012.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,75.0,9.0,6.7,30.0,EA Tiburon,E
Video Games Data,Bratz: Girlz Really Rock,PS2,2008.0,Action,THQ,0.11,0.09,0.0,0.03,0.23,,,8.4,7.0,Blitz Games,E
Video Games Data,Super R-Type,SNES,1991.0,Shooter,Nintendo,0.0,0.0,0.23,0.0,0.23,,,,,,
Video Games Data,Rampage 2: Universal Tour,PS,1998.0,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,,,,,,
Video Games Data,Super Robot Taisen F Kanketsuhen,PS,1999.0,Strategy,Banpresto,0.0,0.0,0.21,0.01,0.23,,,,,,
Video Games Data,Transformers: Devastation,PS4,2015.0,Action,Activision,0.1,0.09,0.0,0.04,0.23,77.0,50.0,7.5,160.0,PlatinumGames,T
Video Games Data,Cars 2,3DS,2011.0,Racing,Disney Interactive Studios,0.21,0.0,0.0,0.02,0.23,,,,,,
Video Games Data,Hannah Montana: The Movie,PS3,2009.0,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.03,0.23,,,3.4,17.0,n-Space,E
Video Games Data,BlowOut,PS2,2003.0,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,58.0,12.0,6.2,5.0,Terminal Reality,T
Video Games Data,NFL Blitz Pro,PS2,2003.0,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,73.0,20.0,8.5,14.0,Midway,E
Video Games Data,Tiger Woods PGA Tour 2003,GC,2002.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,90.0,10.0,8,5.0,EA Sports,E
Video Games Data,The Raiden Project,PS,1995.0,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23,,,,,,
Video Games Data,Tales of Berseria,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,,,,,Bandai Namco Games,T
Video Games Data,I Love Horses,DS,2008.0,Simulation,GSP,0.21,0.0,0.0,0.01,0.23,,,tbd,,Destineer,E
Video Games Data,Pinball Hall of Fame: The Gottlieb Collection,PSP,2005.0,Misc,Play It,0.2,0.01,0.0,0.02,0.23,73.0,27.0,8.1,13.0,Farsight Studios,E
